,date,person,msg,processed_msg
122,3/2/2024,TNanomaly EndTN,"President of the European Central Bank, Christine Lagarde: ""Climate change"" requires us to redesign the entire economy and financial system, in line with the ""green"" Net Zero transitionâ€”including the need to ""reduce our carbon footprint in everything we do, from banknotes to how we supervise banks.""

Source 

For more content like this, subscribe to @RealWideAwakeMedia 

And visit: https://wide-awake-media.com 

Twitter  | Rumble  | Gettr  | Truth Social ","president european central bank , christine lagarde : `` climate change '' requires u redesign entire economy financial system , line `` green '' net zero transitionâ€”including need `` reduce carbon footprint everything , banknote supervise bank . '' source content like , subscribe @ realwideawakemedia visit : http : //wide-awake-media.com twitter | rumble | gettr | truth social"
123,3/2/2024,TNanomaly EndTN,https://www.fao.org/newsroom/detail/senior-minister-tharman-shanmugaratnam-of-singapore-gives-mcdougall-memorial-lecture-to-start-fao-conference-2023/en ,http : //www.fao.org/newsroom/detail/senior-minister-tharman-shanmugaratnam-of-singapore-gives-mcdougall-memorial-lecture-to-start-fao-conference-2023/en
124,3/2/2024,TNanomaly EndTN,This ties in with what Tharman had bn saying too at his FAO talks in 2023 abt replacing the use of water to irrigate rice fields.....,tie tharman bn saying fao talk 2023 abt replacing use water irrigate rice field .....
125,3/2/2024,TNanomaly EndTN,"Jesse Watters on How Wacky Elites in Davos Want to Ban Rice 

â¯ @RealWorldNewsChannel 
âœ³ï¸ @RealWorldNewsChat 

https://t.me/RealWorldNewsChannel/29299 ",jesse watters wacky elite davos want ban rice â¯ @ realworldnewschannel âœ³ï¸ @ realworldnewschat http : //t.me/realworldnewschannel/29299
126,3/2/2024,TNanomaly EndTN,"Bill Gates wants to vaccinate cows against farting to stop the planet from getting hotter.Â  

He is a psychopathic lunatic.


Subscribe:  NESARA GESARA-SECRETS  âœ… Private ",bill gate want vaccinate cow farting stop planet getting hotter . psychopathic lunatic . subscribe : nesara gesara-secrets âœ… private
127,3/2/2024,TNanomaly EndTN,"Definitely not. I will fwd here a clip of Gates spkg on how to stop methane emissions so that you can know why the WHO, FAO etc funded by him are so trustworthy:","definitely . fwd clip gate spkg stop methane emission know , fao etc funded trustworthy :"
128,3/2/2024,Henry,Does this mean we cannot trust statistics coming out of FAO ?,mean trust statistic coming fao ?
129,3/2/2024,TNanomaly EndTN,,
130,3/2/2024,TNanomaly EndTN,"FAO is funded mainly by the Gates Foundation :
https://www.straitstimes.com/opinion/forum/forum-regulatory-framework-for-consumption-of-insects-likely-in-first-half-of-year ",fao funded mainly gate foundation : http : //www.straitstimes.com/opinion/forum/forum-regulatory-framework-for-consumption-of-insects-likely-in-first-half-of-year
131,3/2/2024,TNanomaly EndTN,"""I think the dam is finally cracking.""

Award-winning journalist, Alex Newman, explains why the ""human-induced climate change"" narrative is finally crumbling.

""Three new peer-reviewed papers, published in major prestigious scientific journals... completely undermine the alleged scientific consensus on man-made global warming.""


Subscribe:  NESARA GESARA-SECRETS  âœ… Private ","`` think dam finally cracking . '' award-winning journalist , alex newman , explains `` human-induced climate change '' narrative finally crumbling . `` three new peer-reviewed paper , published major prestigious scientific journal ... completely undermine alleged scientific consensus man-made global warming . '' subscribe : nesara gesara-secrets âœ… private"
132,2/2/2024,Geoff Smith,A topic for Science Friday: why are EV tires wearing out faster https://www.sciencefriday.com/segments/electric-vehicle-tires-wear-out/ ?,topic science friday : ev tire wearing faster http : //www.sciencefriday.com/segments/electric-vehicle-tires-wear-out/ ?
133,2/2/2024,TNanomaly EndTN,"https://youtu.be/MI4cEqW0YPQ 

My hobby is old motorcycles so I happen to follow Stuart.

His news is shocking and I believe it, too.

Virtually nobody can be bothered to even fight. Itâ€™s bitterly disappointing. Weâ€™re just sleepwalking into tyranny, step by step. 

Best wishes 
Mike

ðŸ‘‰ https://t.me/DrMikeYeadon ","http : //youtu.be/mi4ceqw0ypq hobby old motorcycle happen follow stuart . news shocking believe , . virtually nobody bothered even fight . â€™ bitterly disappointing . â€™ sleepwalking tyranny , step step . best wish mike ðŸ‘‰ http : //t.me/drmikeyeadon"
134,2/2/2024,TNanomaly EndTN,"Dr. Willie Soon rejects any money from Bill Gates or Al Gore.

 Join  -  Secret Q Files  âœ¨
Join  -  Secret Q Files  âœ¨
Join  -  Secret Q Files  âœ¨",dr. willie soon reject money bill gate al gore . join - secret q file âœ¨ join - secret q file âœ¨ join - secret q file âœ¨
135,1/2/2024,The Science Has Changed,https://www.euronews.com/2024/02/01/ursula-we-are-here-european-farmers-anger-reaches-brussels-to-protest-at-eu-summit ,http : //www.euronews.com/2024/02/01/ursula-we-are-here-european-farmers-anger-reaches-brussels-to-protest-at-eu-summit
136,1/2/2024,Geoff Smith,Is Singapore importing expensive problems (EVs) https://www.realclearenergy.org/articles/2024/01/28/so_many_problems_continue_to_plague_the_ev_industry_1007949.html  ?,singapore importing expensive problem ( ev ) http : //www.realclearenergy.org/articles/2024/01/28/so_many_problems_continue_to_plague_the_ev_industry_1007949.html ?
137,1/2/2024,TNanomaly EndTN,https://bt.sg/STMM ,http : //bt.sg/stmm
138,31/1/2024,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://dailycaller.com/2024/01/31/biden-admin-elite-enclaves-low-income-charger-subsidies/ ,http : //dailycaller.com/2024/01/31/biden-admin-elite-enclaves-low-income-charger-subsidies/
139,31/1/2024,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,https://www.theepochtimes.com/article/trillions-spent-on-climate-change-rely-on-inaccurate-temperature-readings-and-faulty-modeling-5575177 ,http : //www.theepochtimes.com/article/trillions-spent-on-climate-change-rely-on-inaccurate-temperature-readings-and-faulty-modeling-5575177
140,31/1/2024,TNanomaly EndTN,"ðŸ§ They proudly admit the World Economic Forum partnered with Google to skew search results.......

SHARE EVERYWHERE.

 Subscribe:  EdwardSnowden  Private ",ðŸ§ proudly admit world economic forum partnered google skew search result ....... share everywhere . subscribe : edwardsnowden private
141,30/1/2024,Henry,,
142,30/1/2024,TNanomaly EndTN,"What has your kopi-c and Coldplay concert got to do with global warming? | The Straits Times
https://www.straitstimes.com/opinion/what-has-your-kopi-c-and-coldplay-concert-got-to-do-with-global-warming ",kopi-c coldplay concert got global warming ? | strait time http : //www.straitstimes.com/opinion/what-has-your-kopi-c-and-coldplay-concert-got-to-do-with-global-warming
143,30/1/2024,TNanomaly EndTN,"ðŸ¤¢ðŸ¤®ðŸ™„ðŸ¤¦ðŸ»â€â™‚ï¸

Satanic singers are gathering for a ""climate change"" concert.

https://www.dailymail.co.uk/tvshowbiz/article-13014867/amp/Rita-Ora-Robbie-Williams-star-studded-Climate-Change-concert.html 

https://t.me/australiaforfreedom ",ðŸ¤¢ðŸ¤®ðŸ™„ðŸ¤¦ðŸ»â€â™‚ï¸ satanic singer gathering `` climate change '' concert . http : //www.dailymail.co.uk/tvshowbiz/article-13014867/amp/rita-ora-robbie-williams-star-studded-climate-change-concert.html http : //t.me/australiaforfreedom
144,30/1/2024,TNanomaly EndTN,"#MuskisaMASK 
#TESLAfraud 

T.me/ArtWithAim ",# muskisamask # teslafraud t.me/artwithaim
145,29/1/2024,The Science Has Changed,https://www.dailymail.co.uk/news/article-13018123/Farmers-Paris-France-cities-today-latest-protest.html ,http : //www.dailymail.co.uk/news/article-13018123/farmers-paris-france-cities-today-latest-protest.html
146,28/1/2024,TNanomaly EndTN,https://media.mercola.com/ImageServer/Public/2024/January/PDF/carbon-dioxide-pdf.pdf ,http : //media.mercola.com/imageserver/public/2024/january/pdf/carbon-dioxide-pdf.pdf
147,28/1/2024,TNanomaly EndTN,https://youtu.be/tXJ7UZjFDHU?si=y7qjORWJI95p8gGM ,http : //youtu.be/txj7uzjfdhu ? si=y7qjorwji95p8ggm
148,28/1/2024,TNanomaly EndTN,https://media.mercola.com/ImageServer/Public/2024/January/PDF/nitrogen-2000-the-dutch-farmers-struggle-pdf.pdf ,http : //media.mercola.com/imageserver/public/2024/january/pdf/nitrogen-2000-the-dutch-farmers-struggle-pdf.pdf
149,28/1/2024,TNanomaly EndTN,"The Importance of Carbon Dioxide for Life

â€œCO2, The Gas of Life,â€ features a lecture given at the Summit Old Guard Meeting in New Jersey, October 3, 2023, by William Happer, Ph.D., Professor Emeritus of physics at Princeton University and former scientific adviser to the Bush and Trump administrations.

The topic: carbon dioxide (CO2), commonly mischaracterized as a harmful waste product of respiration and a pollutant that is disrupting the planetary climate. As explained by Happer in this lecture, CO2 is actually an essential gas necessary for life. Moreover, its impact on Earthâ€™s temperatures is negligible, and will remain negligible even if the current concentration in the atmosphere were to double.

Watch the video and learn more here: https://bit.ly/3u6NlDA ","importance carbon dioxide life â€œ co2 , gas life , â€ feature lecture given summit old guard meeting new jersey , october 3 , 2023 , william happer , ph.d. , professor emeritus physic princeton university former scientific adviser bush trump administration . topic : carbon dioxide ( co2 ) , commonly mischaracterized harmful waste product respiration pollutant disrupting planetary climate . explained happer lecture , co2 actually essential gas necessary life . moreover , impact earth â€™ temperature negligible , remain negligible even current concentration atmosphere double . watch video learn : http : //bit.ly/3u6nlda"
150,27/1/2024,TNanomaly EndTN,"Yes, they are amazing that way - sigh","yes , amazing way - sigh"
151,27/1/2024,TChimpo,https://www.intechopen.com/chapters/41889 ,http : //www.intechopen.com/chapters/41889
152,27/1/2024,TChimpo,"Btw, if this is part of it, it show the level of control they have over the narrative and media.  Within a week all the ""stories"" can come out.","btw , part , show level control narrative medium . within week `` story '' come ."
153,27/1/2024,TChimpo,And it will be a bait and switch operation.  Oh look we are now being open can discuss anything.  Then it will be we looked at the evidence now do as I say.,bait switch operation . oh look open discus anything . looked evidence say .
154,27/1/2024,TNanomaly EndTN,"Nitrogen 2000 â€“ A Look Into the Struggle of Dutch Farmers

Nitrogen 2000 is an important 45 minute documentary on the Dutch farmer struggle of 2019-23. Dutch cattle farmers own 70% of Holland, but in 2019, the government began pushing for a forced buy out of 50% of their land, claiming itâ€™s necessary to reduce pollution. But for the approximately 60,000 farmers in the Netherlands, agriculture is a way of life, often passed down through the generations â€” one thatâ€™s necessary to supply food for the population.

According to a press release for the film, â€œDutch farmers produce the most food per hectare of farmers anywhere, and the Netherlands is the worldâ€™s second largest exporter of agricultural products.â€

Farms are interwoven into the fabric of their communities, such that â€œeveryone, even if you live in the city like in Amsterdam or in Rotterdam, in a five-minute drive you will see cows, you will see farmland â€¦ 

Here's more information: https://bit.ly/3O7xE5K ","nitrogen 2000 â€“ look struggle dutch farmer nitrogen 2000 important 45 minute documentary dutch farmer struggle 2019-23. dutch cattle farmer 70 % holland , 2019 , government began pushing forced buy 50 % land , claiming â€™ necessary reduce pollution . approximately 60,000 farmer netherlands , agriculture way life , often passed generation â€” one â€™ necessary supply food population . according press release film , â€œ dutch farmer produce food per hectare farmer anywhere , netherlands world â€™ second largest exporter agricultural products. â€ farm interwoven fabric community , â€œ everyone , even live city like amsterdam rotterdam , five-minute drive see cow , see farmland â€¦ 's information : http : //bit.ly/3o7xe5k"
155,27/1/2024,TNanomaly EndTN,"Come to think of it, maybe U were rt to say the ltr writer on the SFA delay on insect fd cld be linked to WEF rebldg trust

Coz abt the same time, LTA shelved plans for SimplyGo & now Ho Ching praises them for hvg ""guts"" to reverse decision.

But yeah - v disheartening to see almost the whole of our SG economy revolve around climate change & T saying we shld speed up","come think , maybe u rt say ltr writer sfa delay insect fd cld linked wef rebldg trust coz abt time , lta shelved plan simplygo & ho ching praise hvg `` gut '' reverse decision . yeah - v disheartening see almost whole sg economy revolve around climate change & saying shld speed"
156,27/1/2024,TChimpo,"Summary of WEF 2024
We need to rebuild trust, so we are going to clamp down on disinformation and misinformation.  We are ramping up on the Climate agenda. Now STFU and gives us all your money.","summary wef 2024 need rebuild trust , going clamp disinformation misinformation . ramping climate agenda . stfu give u money ."
157,26/1/2024,TNanomaly EndTN,"https://open.substack.com/pub/alexepstein/p/the-climate-safety-denial-movement 

Alex Epstein is the most prominent person taking the lack of climate emergency & the obvious utility of â€œfossilâ€ fuels to us into the mainstream.
Itâ€™s an odd thing that this is permitted, but it is true, so why not endure youâ€™re familiar with the arguments?

Best wishes 
Mike

ðŸ‘‰ https://t.me/DrMikeYeadon ","http : //open.substack.com/pub/alexepstein/p/the-climate-safety-denial-movement alex epstein prominent person taking lack climate emergency & obvious utility â€œ fossil â€ fuel u mainstream . â€™ odd thing permitted , true , endure â€™ familiar argument ? best wish mike ðŸ‘‰ http : //t.me/drmikeyeadon"
158,26/1/2024,TNanomaly EndTN,"Dutch political commentator, Eva Vlaardingerbroek, on the WEF's plan to impose a personal carbon allowance, connected to digital ID, under the guise of tackling the imaginary ""climate crisis"":

""The CEO of one of the largest Dutch banks said, if everyone gets individual personal carbon credits, why don't we make it so that rich people, who for example want to go on holiday a little too often, can buy personal carbon credits from people who can't afford buying plane tickets or eating meat too often?""

""So what will happen is the rich will get richer, the poor will get poorer, and they're saying it openly as if it's not a controversial thing at all. It's neo-feudalism. That's what it is.""

Subscribe:  EdwardSnowden  Private ","dutch political commentator , eva vlaardingerbroek , wef 's plan impose personal carbon allowance , connected digital id , guise tackling imaginary `` climate crisis '' : '' ceo one largest dutch bank said , everyone get individual personal carbon credit , n't make rich people , example want go holiday little often , buy personal carbon credit people ca n't afford buying plane ticket eating meat often ? '' `` happen rich get richer , poor get poorer , 're saying openly 's controversial thing . 's neo-feudalism . 's . '' subscribe : edwardsnowden private"
159,24/1/2024,TNanomaly EndTN,"The Green Agenda cannot occur at scale without carbon taxes imposed on a global level, claimed Singapore President Tharman. ","green agenda occur scale without carbon tax imposed global level , claimed singapore president tharman ."
160,24/1/2024,TNanomaly EndTN,"Bill Gates: ""To achieve Net Zero, aggressive carbon taxes must be imposed on first-world countries in order to create artificial demand for 'clean products' so that low-income countries can benefit from lower costs.""","bill gate : `` achieve net zero , aggressive carbon tax must imposed first-world country order create artificial demand 'clean product ' low-income country benefit lower cost . ''"
161,24/1/2024,TNanomaly EndTN,"Please do not allow people, whether in positions of authority or not, to get away with absurd statements that fly in the face of the facts.
There is no climate emergency and thereâ€™s not going to be one. 
The entire premise is wrong. 
Best wishes 
Mike

ðŸ‘‰ https://t.me/DrMikeYeadon ","please allow people , whether position authority , get away absurd statement fly face fact . climate emergency â€™ going one . entire premise wrong . best wish mike ðŸ‘‰ http : //t.me/drmikeyeadon"
162,23/1/2024,Henry,"I highly recommend this book because it gives academic grounded arguments to show environmentalists that they love to overemphasise on things that never mattered. Mostly to get attention, and nothing else. 

https://www.amazon.sg/Best-Things-First-Bjorn-Lomborg/dp/1940003482 ","highly recommend book give academic grounded argument show environmentalist love overemphasise thing never mattered . mostly get attention , nothing else . http : //www.amazon.sg/best-things-first-bjorn-lomborg/dp/1940003482"
163,23/1/2024,Henry,"Just to put things into perspective. 

That is this book called â€œBest things Firstâ€, which I read. It is written by FAMOUS skeptics Bjorn Lomborg. He is the guy that gave climate related death has fallen 97%. 

In it, he weights in a selected 12 more than $30 benefits-to-cost dollar policies to be implemented thru out the world. Action on climate change being neither of them, where it yields about 0.3 benefits-to-cost ratio. 

The book is sponsored thru a grant by Bill & Melinda Gates Foundation. 

This should give people who â€œconnect the dotsâ€ enough pause, Before opening their mouths.","put thing perspective . book called â€œ best thing first â€ , read . written famous skeptic bjorn lomborg . guy gave climate related death fallen 97 % . , weight selected 12 $ 30 benefits-to-cost dollar policy implemented thru world . action climate change neither , yield 0.3 benefits-to-cost ratio . book sponsored thru grant bill & melinda gate foundation . give people â€œ connect dot â€ enough pause , opening mouth ."
164,22/1/2024,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,"As I have mentioned earlier this group is not designed for what you might be considering.

We can discuss this off this group if need be.",mentioned earlier group designed might considering . discus group need .
165,22/1/2024,Henry,You want to succeed or not ?,want succeed ?
166,22/1/2024,Henry,"You canâ€™t please everyone, but please, this is not excuse to please only yourself and your inner groups.","â€™ please everyone , please , excuse please inner group ."
167,22/1/2024,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,How many normies are here in Telegram?,many normies telegram ?
168,22/1/2024,Henry,You need to capture the main targets of people in the norm.,need capture main target people norm .
169,22/1/2024,Henry,https://linktr.ee/SGEnergyHumanist ,http : //linktr.ee/sgenergyhumanist
170,22/1/2024,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,"I believe you are doing a good job doing that. You should continue doing what you have been doing.

Every group has different objectives and target audience. We may not be able to please everyone.",believe good job . continue . every group different objective target audience . may able please everyone .
171,22/1/2024,Henry,"Let me give you, 

A more expedient way. 

- climate related deaths have fallen 97% of last 100 years. Source: International disaster database. 

- planting trees in Singapore emit more CO2 than capturing it. Due to urban density, climate, soil density, source MIT","let give , expedient way . - climate related death fallen 97 % last 100 year . source : international disaster database . - planting tree singapore emit co2 capturing . due urban density , climate , soil density , source mit"
172,22/1/2024,Henry,"People already have problems accepting contradiction to mainstream. 

Let make it more remotely complex, so that they might think we are right. 

You are aware where chemtrails stands in the body of popular knowledge right?","people already problem accepting contradiction mainstream . let make remotely complex , might think right . aware chemtrails stand body popular knowledge right ?"
173,22/1/2024,Henry,"you have to serve others in your communication. 

Make it simple and not too eccentric for them to accept. 

Just go after all the alarmists claims and debunk it. Address it directly. 

Imagine, a normie need to accept chemtrails in order to accept alarmism is bull.","serve others communication . make simple eccentric accept . go alarmist claim debunk . address directly . imagine , normie need accept chemtrails order accept alarmism bull ."
174,22/1/2024,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,Everyone makes their own choices. We'll respect their decisions.,everyone make choice . 'll respect decision .
175,22/1/2024,Henry,I choose not to accept.,choose accept .
176,22/1/2024,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,"We do respect if they choose not to accept. However the issue with chemtrails (aka weather modification, blocking the sun, pollution etc) are issues that cannot be ignored. Key is to use credible and/or authentic sources of information to help explain the issues surrounding it.","respect choose accept . however issue chemtrails ( aka weather modification , blocking sun , pollution etc ) issue ignored . key use credible and/or authentic source information help explain issue surrounding ."
177,22/1/2024,Henry,"You have to respect peopleâ€™s ignorance to be respected. 

Put expediency the foremost.",respect people â€™ ignorance respected . put expediency foremost .
178,22/1/2024,SGðŸ‡¸ðŸ‡¬ The Other Side Of Climate Change ðŸ¦ƒðŸ’©ðŸŒ´â›ˆðŸŒ,"Issue with chemtrails do exist. Currently in the US two states have taken the initiative to attempt to put a stop to the practice.

https://thepeoplesvoice.tv/new-hampshire-becomes-second-u-s-state-to-ban-chemtrails/ ",issue chemtrails exist . currently u two state taken initiative attempt put stop practice . http : //thepeoplesvoice.tv/new-hampshire-becomes-second-u-s-state-to-ban-chemtrails/
179,22/1/2024,Mel,"Because â€œfoodâ€ is causing â€œClimate Changeâ€, when they say ""you will eat bugs,"" what they mean is that they will starve you to death.
Say no. And eat real food. Including saturated fats.","â€œ food â€ causing â€œ climate change â€ , say `` eat bug , '' mean starve death . say . eat real food . including saturated fat ."
180,22/1/2024,TNanomaly EndTN,"Am just v sad at the direction our SG agencies are taking, overall. Anyway, got to go now","v sad direction sg agency taking , overall . anyway , got go"
181,22/1/2024,Henry,Yes typical of Singapore government agency playing catch up to latest trend.,yes typical singapore government agency playing catch latest trend .
182,22/1/2024,TNanomaly EndTN,"Ok, so yr anger is directed at who please?","ok , yr anger directed please ?"
183,22/1/2024,TNanomaly EndTN,""" fd"" - my short form for food

gv is gives",`` fd '' - short form food gv give
184,22/1/2024,Henry,"Are you so stressed that you canâ€™t type ? 

Anyway, my anger not directed to you.","stressed â€™ type ? anyway , anger directed ."
185,22/1/2024,Henry,"â€œBut is now it is trying up with the WHO on fd â€œ

What is â€œfdâ€ ? fixed deposits ? 

â€œHere is one that gv some info on the 80 percent funding the WHO gets fr Bill Gates â€¦â€

What is gv? Golden village?",â€œ trying fd â€œ â€œ fd â€ ? fixed deposit ? â€œ one gv info 80 percent funding get fr bill gate â€¦ â€ gv ? golden village ?
186,22/1/2024,TNanomaly EndTN,"I still do not understand - what is yr objection to the words after "" Doubtless""?",still understand - yr objection word `` doubtless '' ?
187,22/1/2024,Henry,From â€œ Doubtlessâ€on,â€œ doubtless â€
188,22/1/2024,TNanomaly EndTN,What do U want me to re- type pl?,u want re- type pl ?
189,22/1/2024,Henry,What is it you are saying ?,saying ?
190,22/1/2024,TNanomaly EndTN,Do not understand - why pl?,understand - pl ?
191,22/1/2024,Henry,Please re type your last 2 para,please type last 2 para
192,22/1/2024,TNanomaly EndTN,"SG_Food_22_Oct_'23_WHO_Funding,_Plant_vaccines,_mRNA_shrimp,_DNA.pdf","sg_food_22_oct_'23_who_funding , _plant_vaccines , _mrna_shrimp , _dna.pdf"
193,22/1/2024,TNanomaly EndTN,"They r collaborating eg on lab- grown meats : SG is the 1st ctry in the world to hv approved the entire range of lab- grown meats, 
SFA also accepted WHO advice to add max levels of vet drug Ractopamine to feed for cattle & pigs when such fd is avoided by 160 other ctries incl China & Russia to
SG is also working on  legislating ""novel foods"" with a Bill for such alternative ""proteins"" ( no doubt under WHO advice) soon, in the name of sustainability - etc


Doubtless, SFA started out with the best interests of our ctry in.mind, but now it is tying up with the WHO on fd - you can check it out - not a secret
Anyway, at the risk of boring you with a very long pdf doc, here is one that gvs some info on the 80 percent funding the WHO gets fr Bill Gates & insects as food etc:","r collaborating eg lab- grown meat : sg 1st ctry world hv approved entire range lab- grown meat , sfa also accepted advice add max level vet drug ractopamine feed cattle & pig fd avoided 160 ctries incl china & russia sg also working legislating `` novel food '' bill alternative `` protein '' ( doubt advice ) soon , name sustainability - etc doubtless , sfa started best interest ctry in.mind , tying fd - check - secret anyway , risk boring long pdf doc , one gvs info 80 percent funding get fr bill gate & insect food etc :"
194,22/1/2024,Henry,Make the choice of fearful normies easy.,make choice fearful normies easy .
195,22/1/2024,Henry,"It is not 

Kooky bug eaters vs kooky chemtrailers. 

It is deranged alarmists vs rational skeptics.",kooky bug eater v kooky chemtrailers . deranged alarmist v rational skeptic .
196,22/1/2024,Henry,"â€œSFA is a WHO collaborating center. â€œ On what terms are they collaborating? 

The Singapore agency might be doing their best for national interests. This is probably how it started out. 

How the relationship transforms and 

To say otherwise, needs indisputable proof. Or sound like an idiot by default.","â€œ sfa collaborating center . â€œ term collaborating ? singapore agency might best national interest . probably started . relationship transforms say otherwise , need indisputable proof . sound like idiot default ."
197,22/1/2024,TNanomaly EndTN,"Er - am not accusing anyone of conspiring with any organisation - it is I believe a known fact that ST under SPH is largely under govt control & a lesser- known fact that SFA is a WHO Collaborating Centre for Food Contamination monitoring.
Also am not pitting one director agst the rest, just that yes - had met her decades b4 & was just being hopeful that she wld be alerted to the eg insects fd issue that some SFA depts had earlier approved......","er - accusing anyone conspiring organisation - believe known fact st sph largely govt control & lesser- known fact sfa collaborating centre food contamination monitoring . also pitting one director agst rest , yes - met decade b4 & hopeful wld alerted eg insect fd issue sfa depts earlier approved ......"
198,22/1/2024,TNanomaly EndTN,Noted.,noted .
199,22/1/2024,Henry,"I cannot include anyone conspiracy theorists into my counter movement. 

And stop it with the chemtrails and weather control news. 

We have to think about how we look, to make our movement effective and expedient. 

If not, just join Irish Koh.","include anyone conspiracy theorist counter movement . stop chemtrails weather control news . think look , make movement effective expedient . , join irish koh ."
200,22/1/2024,Henry,"The media system is broken, it sound more sane to appeal to normal peoples by explain that it is out incompetence than evil.","medium system broken , sound sane appeal normal people explain incompetence evil ."
201,22/1/2024,Henry,"Sir, it is very accusatory to say who is conspiring with which organisation. 

It is excessive drama to paint one director against the global conspirator. Surely, you met none of them personally. 

For all you know, the journalist truly believes in alarmists activism, and such headlines sells. The interest can be purely commercial and KPI driven. 

We already know alarmists are non objective. The last thing we want is to be seen as kooky conspiracy theorists.","sir , accusatory say conspiring organisation . excessive drama paint one director global conspirator . surely , met none personally . know , journalist truly belief alarmist activism , headline sell . interest purely commercial kpi driven . already know alarmist non objective . last thing want seen kooky conspiracy theorist ."
202,22/1/2024,TNanomaly EndTN,"Yes, bcoz ST is basically controlled by the govt & actually,  SFA is to a large extent under WHO control or at least, influence. 
The one I had bn pinning hope on was the SFA director & the Strategy Gp of the PMO, who had bn sent the doc ( hoping they at least got some ppl to do their research based on the links gvn)....","yes , bcoz st basically controlled govt & actually , sfa large extent control least , influence . one bn pinning hope sfa director & strategy gp pmo , bn sent doc ( hoping least got ppl research based link gvn ) ...."
203,22/1/2024,Geoff Smith,"The human cost, the economic cost and the strategic cost of insane net zero policies in the UK https://archive.ph/2024.01.20-004102/https://www.telegraph.co.uk/news/2024/01/19/port-talbot-has-been-sacrificed-to-the-angry-god-of-net-zer/ ","human cost , economic cost strategic cost insane net zero policy uk http : //archive.ph/2024.01.20-004102/https : //www.telegraph.co.uk/news/2024/01/19/port-talbot-has-been-sacrificed-to-the-angry-god-of-net-zer/"
204,22/1/2024,Mel,"CLIMATE DERANGEMENT SYNDROME (CDS)

Climate Derangement Syndrome is a psychiatric disorder  where  the mind is tricked into believing that bad weather is getting progressively worse.

Symptoms of CDS include the delusional belief that the world will experience better weather if; 

ðŸ¤¡we send container loads of money to China in exchange for solar panels 

ðŸ¤¡we destroying Koala habitat to build wind turbines 

ðŸ¤¡we slaughter our beef & dairy herds 

ðŸ¤¡the wealthy buy electric cars and everyone else travels on the electric bus

ðŸ¤¡we refrain from opening carbonated beverages 

Other symptoms include irrational thoughts, a decline  in cognitive ability and the willingness to surrender the  nationâ€˜s sovereignty to Globalists.  

Cures  for CDS including educating those suffering about the climate history of the world, and exposing them to the peer-reviewed science, data & evidence that shows;

todayâ€™s generation is the safest in human history from bad weather,","climate derangement syndrome ( cd ) climate derangement syndrome psychiatric disorder mind tricked believing bad weather getting progressively worse . symptom cd include delusional belief world experience better weather ; ðŸ¤¡we send container load money china exchange solar panel ðŸ¤¡we destroying koala habitat build wind turbine ðŸ¤¡we slaughter beef & dairy herd ðŸ¤¡the wealthy buy electric car everyone else travel electric bus ðŸ¤¡we refrain opening carbonated beverage symptom include irrational thought , decline cognitive ability willingness surrender nation â€˜ sovereignty globalists . cure cd including educating suffering climate history world , exposing peer-reviewed science , data & evidence show ; today â€™ generation safest human history bad weather ,"
205,22/1/2024,Henry,"But the tone of ST is clearly in the side of bugs eater, giving pressure to SFA. ST biases ness sides with bug eaters.","tone st clearly side bug eater , giving pressure sfa . st bias ness side bug eater ."
206,22/1/2024,TNanomaly EndTN,"ðŸ’¥ THE FOSSIL FUEL DECEPTION....

Every time you hear the term 'fossil fuel' on the TV, radio, news, etc, you're being lied to. In 1892 at the Geneva Convention, the biggest man in the oil industry J.D. Rockefeller paid scientists to call oil a ""Fossil Fuel"", inducing the idea of scarcity in order to set a world price for oil. The truth is that oil is the 2nd most prevalent liquid on earth next to water, and at all times it is regenerating within the earth faster than it could ever be depleted ðŸ§ðŸ¤¨

Subscribe:  EdwardSnowden  Private ","ðŸ’¥ fossil fuel deception .... every time hear term 'fossil fuel ' tv , radio , news , etc , 're lied . 1892 geneva convention , biggest man oil industry j.d . rockefeller paid scientist call oil `` fossil fuel '' , inducing idea scarcity order set world price oil . truth oil 2nd prevalent liquid earth next water , time regenerating within earth faster could ever depleted ðŸ§ðŸ¤¨ subscribe : edwardsnowden private"
