,date,person,msg,processed_msg
629,2023-09-23,Henry,"My arguments don’t include identifying organisations’ agendas or “follow the money”

I don’t do name calling, or single people out. 

I only include as close raw data as possible, although i never got the raw data. I try to logically understand it. And decide if I can take it to the bank or “die on that hill”. 

I let people see long term and long range data in full context.","argument ’ include identifying organisation ’ agenda “ follow money ” ’ name calling , single people . include close raw data possible , although never got raw data . try logically understand . decide take bank “ die hill ” . let people see long term long range data full context ."
630,2023-09-23,Henry,"You guys must support la. try to do some events,","guy must support la . try event ,"
631,2023-09-23,Henry,https://t.me/SGAntiEnvironmentalistAction ,http : //t.me/sgantienvironmentalistaction
632,2023-09-23,TNanomaly EndTN,"Thanks for trying 👍

Sadly, it is v tough indeed to convince ppl of the climate crisis hoax - % who will be persuaded is prob less than those who can believe the WEF wants to depopulate.

Btw, do u hv a list of info links on the hoax that u can share here?","thanks trying 👍 sadly , v tough indeed convince ppl climate crisis hoax - % persuaded prob le believe wef want depopulate . btw , u hv list info link hoax u share ?"
633,2023-09-23,Henry,"Wake Up Singapore is unkind enough to label me a “denier” 

even tho, I specifically told them to just call me “climate crisis non-believer.","wake singapore unkind enough label “ denier ” even tho , specifically told call “ climate crisis non-believer ."
634,2023-09-22,SG🇸🇬 The Other Side Of Climate Change 🦃💩🌴⛈🌏,https://www.dailymail.co.uk/sciencetech/article-12545855/Devastating-transition-green-energy-metal-mining-23-million-people-toxic-waste-rivers-polluted-farmland.html ,http : //www.dailymail.co.uk/sciencetech/article-12545855/devastating-transition-green-energy-metal-mining-23-million-people-toxic-waste-rivers-polluted-farmland.html
635,2023-09-22,TNanomaly EndTN,"🤢😨😱

Look at this video someone made, of the DEW  attack.
 https://x.com/RyanMattaMedia/status/1701468228159983840?s=20 

@ReinerFuellmichEnglish 
www.icic.law ","🤢😨😱 look video someone made , dew attack . http : //x.com/ryanmattamedia/status/1701468228159983840 ? s=20 @ reinerfuellmichenglish www.icic.law"
636,2023-09-21,SG🇸🇬 The Other Side Of Climate Change 🦃💩🌴⛈🌏,https://apnews.com/article/uk-climate-change-rishi-sunak-net-zero-f19b55999c539353658654dd25655de4 ,http : //apnews.com/article/uk-climate-change-rishi-sunak-net-zero-f19b55999c539353658654dd25655de4
637,2023-09-21,TNanomaly EndTN,"Nobel Prize Winner Says There Is No Climate Emergency

John F. Klauser, winner of the 2022 Nobel Prize in Physics for his work in quantum mechanics, went public last week with the following statement - ""I can confidently say there is no real climate crisis and that climate change does not cause extreme weather events.""  In response, the International Monetary Fund (IMF), the financial arm of the United Nations, cancelled his scheduled speaking engagements.

Despite the concerted efforts of climate alarmists to control the narrative, there are growing numbers of scientists and experts who are distancing themselves from the climate pseudoscience promoted by government agencies and the media.","nobel prize winner say climate emergency john f. klauser , winner 2022 nobel prize physic work quantum mechanic , went public last week following statement - `` confidently say real climate crisis climate change cause extreme weather event . '' response , international monetary fund ( imf ) , financial arm united nation , cancelled scheduled speaking engagement . despite concerted effort climate alarmist control narrative , growing number scientist expert distancing climate pseudoscience promoted government agency medium ."
638,2023-09-20,Henry,,
639,2023-09-20,Henry,"Hi everyone,  
 
Climate Rally Singapore is around the corner,  
23 Sept, 3-6pm,  
Speakers Corner, Hong Lim Park.  

🏁Anti Climate Alarmism Peaceful Counter Rally🏁
 
I invite you join my anti climate alarmism coalition as a visual representation against climate alarmism.  
 
👉You can do this by wearing white and standing with me in the rally. 
 
👉We do this show the world that, environmentalists are a loud minority voice and not representative of what the commoners want.  
 
👉Join me in this peaceful (non physical) and intellectual venture, as I will challenge any environmentalists for a debate, on the spot.  
 
I will also be furnishing facts and invite open minded enough people to take a second look on climate alarmism.  
 
I will be ready with laminated notes armed with sources links and QR codes, to show (in loving details) why climate alarmism (environmentalism) is 180 degrees wrong and evil.  
 
This is a verbal (non violent) and intellectual contest. The first person to get physical loses the debate. 
 
👉Why join?  
 
Join because misguided (but certainly guilty) activists will once again whine, complain, cry about a fabricated crisis in order to gain as much attention as possible to make up for their self-worth deficit.  
 
Activists and environmental volunteers group wants to raise carbon taxes, impose expensive ESG on the economy, imposed inefficient solar energy into the grid and raise energy prices. Just so they feel good about themselves. 

Stand with me to,
🔵 Be against raising carbon tax and imposing other forms of climate socialism
🔵 Be against expensive, wasteful, time consuming ESG red tapes
🔵 Be against raising electricity prices due to non-effective solar panels
🔵 Stand with me simply because you are sick and tied 
-of being shouted down at, and
-lectured by people whom may are irresponsible with their predictions, 
-may not know better, out to guilt trip you for life, 
-and is interested to make life worst.
 
 
❤️Join me in taking the pro- human progress and pro development stance against the the alarmists.  
 
❤️Support me.  
 
👉Recommended guidelines in engaging people at the rally,  
 
💡 be nice and polite to politicians (PAP or Opposition). Constantly, ❣️invite❣️them to ♦️reconsider ♦️climate alarmism. Point them to me, I have a VIP package handout for them.  
 
💡debate with climate activists to show them how wrong they are. I brought facts, in laminated posters. 
 
💡do not sound like a conspiracy theorists. Do not look as if you are one‼️You are not fighting WEF, illuminati, Bilderberg or some other global cabal etc. It is just that people are incompetent to handle the bad ideologies, sensationalism, and broken information system between academia and media.  
 
👉""Are you a denier❓""

-no and don't fall into this trap when questioned
 
✔You believe in rise in temperature 
✔You believe CO2 is a GHG 
✔You believe in man contributing to CC and/global warming.  
 
❌it is just that there is simply no climate crisis. We can believe in climate change without believing in climate catastrophe. Especially, when we are living in the best time in all history of humanity.  
 
This is because, we are very well insulated from the climate thru fossil fuel powered concretes, steel and plastics.  
 
As a result, climate related death had fallen 98% over the last 100 years.  
 
Even according to the environmentalists’ own IPCC scriptures, extreme weather events are not detected to rise since 1950s.  
 
This is how you push back, 
 
⭕Be smart. 
⭕Be issue based. 
⭕Don't be political. 
⭕Be extra polite and nice to politicians. (PAP and Opposition)
⭕Don't sound like a conspiracy theorists. 
⭕Know who to offend, and who not to offend. 
⭕Know what position to defend and what position not to take. 
⭕Invite people to ♦️reconsider♦️against the narrative

Yours Truly,
SG Energy Humanist

For more expedient way of arguing against the environmentalists, check out my youtube channel 

https://www.youtube.com/@fearlesswingchun ","hi everyone , climate rally singapore around corner , 23 sept , 3-6pm , speaker corner , hong lim park . 🏁anti climate alarmism peaceful counter rally🏁 invite join anti climate alarmism coalition visual representation climate alarmism . 👉you wearing white standing rally . 👉we show world , environmentalist loud minority voice representative commoner want . 👉join peaceful ( non physical ) intellectual venture , challenge environmentalist debate , spot . also furnishing fact invite open minded enough people take second look climate alarmism . ready laminated note armed source link qr code , show ( loving detail ) climate alarmism ( environmentalism ) 180 degree wrong evil . verbal ( non violent ) intellectual contest . first person get physical loses debate . 👉why join ? join misguided ( certainly guilty ) activist whine , complain , cry fabricated crisis order gain much attention possible make self-worth deficit . activist environmental volunteer group want raise carbon tax , impose expensive esg economy , imposed inefficient solar energy grid raise energy price . feel good . stand , 🔵 raising carbon tax imposing form climate socialism 🔵 expensive , wasteful , time consuming esg red tape 🔵 raising electricity price due non-effective solar panel 🔵 stand simply sick tied -of shouted , -lectured people may irresponsible prediction , -may know better , guilt trip life , -and interested make life worst . ❤️join taking pro- human progress pro development stance alarmist . ❤️support . 👉recommended guideline engaging people rally , 💡 nice polite politician ( pap opposition ) . constantly , ❣️invite❣️them ♦️reconsider ♦️climate alarmism . point , vip package handout . 💡debate climate activist show wrong . brought fact , laminated poster . 💡do sound like conspiracy theorist . look one‼️you fighting wef , illuminati , bilderberg global cabal etc . people incompetent handle bad ideology , sensationalism , broken information system academia medium . 👉 '' denier❓ '' -no n't fall trap questioned ✔you believe rise temperature ✔you believe co2 ghg ✔you believe man contributing cc and/global warming . ❌it simply climate crisis . believe climate change without believing climate catastrophe . especially , living best time history humanity . , well insulated climate thru fossil fuel powered concrete , steel plastic . result , climate related death fallen 98 % last 100 year . even according environmentalist ’ ipcc scripture , extreme weather event detected rise since 1950s . push back , ⭕be smart . ⭕be issue based . ⭕do n't political . ⭕be extra polite nice politician . ( pap opposition ) ⭕do n't sound like conspiracy theorist . ⭕know offend , offend . ⭕know position defend position take . ⭕invite people ♦️reconsider♦️against narrative truly , sg energy humanist expedient way arguing environmentalist , check youtube channel http : //www.youtube.com/ @ fearlesswingchun"
640,2023-09-20,Geoff Smith,Let them try to refute this study https://www.mdpi.com/2413-4155/5/3/35 ,let try refute study http : //www.mdpi.com/2413-4155/5/3/35
641,2023-09-18,SG🇸🇬 The Other Side Of Climate Change 🦃💩🌴⛈🌏,"""However, its suggestions on aviation are Full Partridge in their lack of connection to reality – seemingly muttered at random, in a bid to get something, anything on paper. The citizens of the C40 Cities (and with London, New York, Sydney, Madrid and Rome part of the club, as well as Mumbai, Dubai and Rio, that means a good many of us), it says, should rein in their use of aircraft to one return flight, of no more than 1,500km (932 miles) in total distance, every three years. Better still, they should do so by the year 2030. 

I’ll repeat that. One return flight. Every three years. No more than 932 miles. By 2030.""

https://www.telegraph.co.uk/travel/news/c40-cities-climate-change-proposal-one-flight/ ","`` however , suggestion aviation full partridge lack connection reality – seemingly muttered random , bid get something , anything paper . citizen c40 city ( london , new york , sydney , madrid rome part club , well mumbai , dubai rio , mean good many u ) , say , rein use aircraft one return flight , 1,500km ( 932 mile ) total distance , every three year . better still , year 2030. ’ repeat . one return flight . every three year . 932 mile . 2030 . '' http : //www.telegraph.co.uk/travel/news/c40-cities-climate-change-proposal-one-flight/"
642,2023-09-18,The Science Has Changed,https://saraacarter.com/electric-vehicle-company-with-chinese-ties-awarded-500-million-of-taxpayer-money-for-2nd-u-s-plant/ ,http : //saraacarter.com/electric-vehicle-company-with-chinese-ties-awarded-500-million-of-taxpayer-money-for-2nd-u-s-plant/
643,2023-09-17,TNanomaly EndTN,"https://t.me/ah2020_org_canal/106452 
Patrick Moore, co-founder of Greenpeace, explains how unelected globalists (including Klaus Schwab and the United Nations) are using the climate scam as a pretext to cut out fossil fuels and nitrogen fertilizers, in order to deliberately depopulate the planet.
""These powerful elites, like Schwab and others, want to control the world. They want to control everyone. But what do they want? They want fewer people""...","http : //t.me/ah2020_org_canal/106452 patrick moore , co-founder greenpeace , explains unelected globalists ( including klaus schwab united nation ) using climate scam pretext cut fossil fuel nitrogen fertilizer , order deliberately depopulate planet . `` powerful elite , like schwab others , want control world . want control everyone . want ? want fewer people '' ..."
644,2023-09-17,The world needs Jesus,https://youtu.be/P2CIUKqd4Bg?si=HYRgtS0ZZE76nfpw ,http : //youtu.be/p2ciukqd4bg ? si=hyrgts0zze76nfpw
645,2023-09-16,Henry,https://youtu.be/HVue_UlCj_c?si=Axubs3MhLAjbR9Gp ,http : //youtu.be/hvue_ulcj_c ? si=axubs3mhlajbr9gp
646,2023-09-16,TNanomaly EndTN,"Everything is Connected: Club of Rome/UN Population Control - Climate Change Hoax - AGENDA 21/2030

Everything is connected...and it all began with a book  Limits to Growth  sponsored by the Club of Rome. What was written in this book is happening now. Coincidence? Or was the book 'Limits to Growth' the  master plan... ",everything connected : club rome/un population control - climate change hoax - agenda 21/2030 everything connected ... began book limit growth sponsored club rome . written book happening . coincidence ? book 'limits growth ' master plan ...
647,2023-09-16,TNanomaly EndTN,https://www.brighteon.com/7da1486e-7d83-400a-af9b-b5e0d2a0761c ,http : //www.brighteon.com/7da1486e-7d83-400a-af9b-b5e0d2a0761c
648,2023-09-15,TNanomaly EndTN,https://youtu.be/ttFXLI5zQSo?si=5ZBqvtr-mdAFrgf3 ,http : //youtu.be/ttfxli5zqso ? si=5zbqvtr-mdafrgf3
649,2023-09-15,TNanomaly EndTN,"What? Patrick T. Brown, climate change propagandist now says that his article in NATURE is possibly a fraud? That he “left out the full truth to get my climate change paper published"", ""he did'nt 

https://palexander.substack.com/p/what-patrick-t-brown-climate-change 

Join 👇🏻
https://t.me/DrPaulAlexander ","? patrick t. brown , climate change propagandist say article nature possibly fraud ? “ left full truth get climate change paper published '' , `` did'nt http : //palexander.substack.com/p/what-patrick-t-brown-climate-change join 👇🏻 http : //t.me/drpaulalexander"
650,2023-09-15,The world needs Jesus,https://youtu.be/LJO7oX-QAl4?si=PwcKnb7L9IUQVL1u ,http : //youtu.be/ljo7ox-qal4 ? si=pwcknb7l9iuqvl1u
651,2023-09-15,Henry,,
652,2023-09-15,Henry,"Hi everyone,  
 
Climate Rally Singapore is around the corner,  
23 Sept, 3-6pm,  
Speakers Corner, Hong Lim Park.  

🏁Anti Climate Alarmism Peaceful Counter Rally🏁
 
I invite you join my anti climate alarmism coalition as a visual representation against climate alarmism.  
 
👉You can do this by wearing white and standing with me in the rally. 
 
👉We do this show the world that, environmentalists are a loud minority voice and not representative of what the commoners want.  
 
👉Join me in this peaceful (non physical) and intellectual venture, as I will challenge any environmentalists for a debate, on the spot.  
 
I will also be furnishing facts and invite open minded enough people to take a second look on climate alarmism.  
 
I will be ready with laminated notes armed with sources links and QR codes, to show (in loving details) why climate alarmism (environmentalism) is 180 degrees wrong and evil.  
 
This is a verbal (non violent) and intellectual contest. The first person to get physical loses the debate. 
 
👉Why join?  
 
Join because misguided (but certainly guilty) activists will once again whine, complain, cry about a fabricated crisis in order to gain as much attention as possible to make up for their self-worth deficit.  
 
Activists and environmental volunteers group wants to raise carbon taxes, impose expensive ESG on the economy, imposed inefficient solar energy into the grid and raise energy prices. Just so they feel good about themselves. 

Stand with me to,
🔵 Be against raising carbon tax and imposing other forms of climate socialism
🔵 Be against expensive, wasteful, time consuming ESG red tapes
🔵 Be against raising electricity prices due to non-effective solar panels
🔵 Stand with me simply because you are sick and tied 
-of being shouted down at, and
-lectured by people whom may are irresponsible with their predictions, 
-may not know better, out to guilt trip you for life, 
-and is interested to make life worst.
 
 
❤️Join me in taking the pro- human progress and pro development stance against the the alarmists.  
 
❤️Support me.  
 
👉Recommended guidelines in engaging people at the rally,  
 
💡 be nice and polite to politicians (PAP or Opposition). Constantly, ❣️invite❣️them to ♦️reconsider ♦️climate alarmism. Point them to me, I have a VIP package handout for them.  
 
💡debate with climate activists to show them how wrong they are. I brought facts, in laminated posters. 
 
💡do not sound like a conspiracy theorists. Do not look as if you are one‼️You are not fighting WEF, illuminati, Bilderberg or some other global cabal etc. It is just that people are incompetent to handle the bad ideologies, sensationalism, and broken information system between academia and media.  
 
👉""Are you a denier❓""

-no and don't fall into this trap when questioned
 
✔You believe in rise in temperature 
✔You believe CO2 is a GHG 
✔You believe in man contributing to CC and/global warming.  
 
❌it is just that there is simply no climate crisis. We can believe in climate change without believing in climate catastrophe. Especially, when we are living in the best time in all history of humanity.  
 
This is because, we are very well insulated from the climate thru fossil fuel powered concretes, steel and plastics.  
 
As a result, climate related death had fallen 98% over the last 100 years.  
 
Even according to the environmentalists’ own IPCC scriptures, extreme weather events are not detected to rise since 1950s.  
 
This is how you push back, 
 
⭕Be smart. 
⭕Be issue based. 
⭕Don't be political. 
⭕Be extra polite and nice to politicians. (PAP and Opposition)
⭕Don't sound like a conspiracy theorists. 
⭕Know who to offend, and who not to offend. 
⭕Know what position to defend and what position not to take. 
⭕Invite people to ♦️reconsider♦️against the narrative

Yours Truly,
SG Energy Humanist

For more expedient way of arguing against the environmentalists, check out my youtube channel 

https://www.youtube.com/@fearlesswingchun ","hi everyone , climate rally singapore around corner , 23 sept , 3-6pm , speaker corner , hong lim park . 🏁anti climate alarmism peaceful counter rally🏁 invite join anti climate alarmism coalition visual representation climate alarmism . 👉you wearing white standing rally . 👉we show world , environmentalist loud minority voice representative commoner want . 👉join peaceful ( non physical ) intellectual venture , challenge environmentalist debate , spot . also furnishing fact invite open minded enough people take second look climate alarmism . ready laminated note armed source link qr code , show ( loving detail ) climate alarmism ( environmentalism ) 180 degree wrong evil . verbal ( non violent ) intellectual contest . first person get physical loses debate . 👉why join ? join misguided ( certainly guilty ) activist whine , complain , cry fabricated crisis order gain much attention possible make self-worth deficit . activist environmental volunteer group want raise carbon tax , impose expensive esg economy , imposed inefficient solar energy grid raise energy price . feel good . stand , 🔵 raising carbon tax imposing form climate socialism 🔵 expensive , wasteful , time consuming esg red tape 🔵 raising electricity price due non-effective solar panel 🔵 stand simply sick tied -of shouted , -lectured people may irresponsible prediction , -may know better , guilt trip life , -and interested make life worst . ❤️join taking pro- human progress pro development stance alarmist . ❤️support . 👉recommended guideline engaging people rally , 💡 nice polite politician ( pap opposition ) . constantly , ❣️invite❣️them ♦️reconsider ♦️climate alarmism . point , vip package handout . 💡debate climate activist show wrong . brought fact , laminated poster . 💡do sound like conspiracy theorist . look one‼️you fighting wef , illuminati , bilderberg global cabal etc . people incompetent handle bad ideology , sensationalism , broken information system academia medium . 👉 '' denier❓ '' -no n't fall trap questioned ✔you believe rise temperature ✔you believe co2 ghg ✔you believe man contributing cc and/global warming . ❌it simply climate crisis . believe climate change without believing climate catastrophe . especially , living best time history humanity . , well insulated climate thru fossil fuel powered concrete , steel plastic . result , climate related death fallen 98 % last 100 year . even according environmentalist ’ ipcc scripture , extreme weather event detected rise since 1950s . push back , ⭕be smart . ⭕be issue based . ⭕do n't political . ⭕be extra polite nice politician . ( pap opposition ) ⭕do n't sound like conspiracy theorist . ⭕know offend , offend . ⭕know position defend position take . ⭕invite people ♦️reconsider♦️against narrative truly , sg energy humanist expedient way arguing environmentalist , check youtube channel http : //www.youtube.com/ @ fearlesswingchun"
653,2023-09-15,TNanomaly EndTN,"0.4% of the atmosphere is CO2. 
Nitrogen is about 78% and Oxygen about 21% and the rest is other gases.

3% of the 0.4% is man made CO2 emissions.

So when we talk about lowering CO2 emissions, we make no difference.

Net Zero Is A LIE. 

In order to live, we have to produce waste. It's the way of life. 

CO2 is literally plant food where trees turn it into oxygen for us to breathe. ","0.4 % atmosphere co2 . nitrogen 78 % oxygen 21 % rest gas . 3 % 0.4 % man made co2 emission . talk lowering co2 emission , make difference . net zero lie . order live , produce waste . 's way life . co2 literally plant food tree turn oxygen u breathe ."
654,2023-09-15,The world needs Jesus,https://youtu.be/D8uEyg655nE?si=wxjiXt9fOnwAoTde ,http : //youtu.be/d8ueyg655ne ? si=wxjixt9fonwaotde
655,2023-09-15,TNanomaly EndTN,https://rumble.com/v3a4eff-the-great-global-warming-swindle-full-documentary-hd.html ,http : //rumble.com/v3a4eff-the-great-global-warming-swindle-full-documentary-hd.html
656,2023-09-14,TNanomaly EndTN,& are there suckers here indeed at the very top 😢🙄,& sucker indeed top 😢🙄
657,2023-09-14,TChimpo,"Blackrock can't do an ETF in the US because ESG is crashing, so they come here and see if there are any suckers here.","blackrock ca n't etf u esg crashing , come see sucker ."
658,2023-09-14,The world needs Jesus,"Researchers 😈 are studying how to produce lab-grown fruit 

Scientists at Plant and Food Research are working to produce fruit without a tree, vine or bush.

“We could have a whole new system for growing fresh plant foods,” said plant and food scientist jew ✡️ Benjamin Ben Schon.

“The reason we do this is because we all recognize that the world is changing. There is climate change that will cause major disruptions to plant systems,” said plant and food research co-leader ugly bitch Samantha Baldwin 🤮 

They work with cells from a variety of fruits, including cherries 🍒 peaches 🍑 and apples 🍎 

🇳🇿 Q where are you 🤡","researcher 😈 studying produce lab-grown fruit scientist plant food research working produce fruit without tree , vine bush . “ could whole new system growing fresh plant food , ” said plant food scientist jew ✡️ benjamin ben schon . “ reason recognize world changing . climate change cause major disruption plant system , ” said plant food research co-leader ugly bitch samantha baldwin 🤮 work cell variety fruit , including cherry 🍒 peach 🍑 apple 🍎 🇳🇿 q 🤡"
659,2023-09-14,The world needs Jesus,"I told you, WEF is just a website 🤡","told , wef website 🤡"
660,2023-09-12,TNanomaly EndTN,"Researchers looking at how to produce lab-grown fruit. 

Scientists at Plant and Food Research are looking at how to produce fruit without a tree, vine or bush.

Join: @RevealedEye ","researcher looking produce lab-grown fruit . scientist plant food research looking produce fruit without tree , vine bush . join : @ revealedeye"
661,2023-09-11,TNanomaly EndTN,"The World Economic Forum is attempting to use the #ClimateScam  as a pretext to ban farming, ban meat consumption, control the global food supply and restrict you to a diet of fake ""food"", in order to make you weak, ill and dependent.

Source

 For more content like this, visit: https://wide-awake-media.com 

Twitter  | Gettr  | Truth Social ","world economic forum attempting use # climatescam pretext ban farming , ban meat consumption , control global food supply restrict diet fake `` food '' , order make weak , ill dependent . source content like , visit : http : //wide-awake-media.com twitter | gettr | truth social"
662,2023-09-10,SG🇸🇬 The Other Side Of Climate Change 🦃💩🌴⛈🌏,https://www.ceres-science.com/post/reply-to-erroneous-claims-by-realclimate-org-on-our-research-into-the-sun-s-role-in-climate-change ,http : //www.ceres-science.com/post/reply-to-erroneous-claims-by-realclimate-org-on-our-research-into-the-sun-s-role-in-climate-change
663,2023-09-10,The Science Has Changed,https://www.pv-magazine.com/2023/09/09/weekend-read-a-10-gw-time-bomb/ ,http : //www.pv-magazine.com/2023/09/09/weekend-read-a-10-gw-time-bomb/
664,2023-09-10,SG🇸🇬 The Other Side Of Climate Change 🦃💩🌴⛈🌏,https://youtu.be/wnjozntXnZ4?si=_e4RG4GBBVhgzheW ,http : //youtu.be/wnjozntxnz4 ? si=_e4rg4gbbvhgzhew
665,2023-09-10,Geoff Smith,"I really don’t know clouds, at all https://www.theepochtimes.com/us/nobel-winner-refutes-climate-change-narrative-points-out-ignored-factor-5486267 ","really ’ know cloud , http : //www.theepochtimes.com/us/nobel-winner-refutes-climate-change-narrative-points-out-ignored-factor-5486267"
666,2023-09-10,The Science Has Changed,https://www.channelnewsasia.com/commentary/singapore-hungry-ghost-festival-joss-paper-burn-offering-charity-3755836 ,http : //www.channelnewsasia.com/commentary/singapore-hungry-ghost-festival-joss-paper-burn-offering-charity-3755836
667,2023-09-10,The Science Has Changed,https://www.washingtonexaminer.com/policy/energy-environment/oil-demand-strong-despite-bidens-ev-push ,http : //www.washingtonexaminer.com/policy/energy-environment/oil-demand-strong-despite-bidens-ev-push
668,2023-09-09,SG🇸🇬 The Other Side Of Climate Change 🦃💩🌴⛈🌏,😂😂😂,😂😂😂
669,2023-09-09,TNanomaly EndTN,"Abv clip says the HK floods were a fake climate change event - Shenzhen released dam waters affecting both HK & Shenzhen
But the dam water release warn ing was just 15 mins b4 its release",abv clip say hk flood fake climate change event - shenzhen released dam water affecting hk & shenzhen dam water release warn ing 15 min b4 release
670,2023-09-09,TNanomaly EndTN,https://youtu.be/7EGZ_IF147U?si=Ql3qQrT6SlTQV9Wi ,http : //youtu.be/7egz_if147u ? si=ql3qqrt6sltqv9wi
671,2023-09-09,TNanomaly EndTN,"His Microsoft CEO is a member of our EDB's International Advisory Council ( IAC), fyi.

That is why EDB has bn advised to inflict insect & lab foods on us etc, using State funds","microsoft ceo member edb 's international advisory council ( iac ) , fyi . edb bn advised inflict insect & lab food u etc , using state fund"
672,2023-09-09,Charlotte H,He resembles a limescaled appliances.,resembles limescaled appliance .
673,2023-09-09,Charlotte H,Can I charge the government for CRIME AGAINST HUMANITY just for WATER FLUORINATION?????,charge government crime humanity water fluorination ? ? ? ? ?
674,2023-09-09,Charlotte H,FLUORINATED NUTCASES run the world and you get these results.,fluorinated nutcase run world get result .
675,2023-09-09,Charlotte H,There's nothing worst than FLUORINATED/NITRATED NUTCASES in charge of everything.,'s nothing worst fluorinated/nitrated nutcase charge everything .
676,2023-09-09,Charlotte H,Does he own a water DISTILLATION plant? For his own CONSUMPTION? I guess No.,water distillation plant ? consumption ? guess .
677,2023-09-09,Charlotte H,His brain is too LIMESCALED to think properly.🤪,brain limescaled think properly.🤪
678,2023-09-09,Charlotte H,"""I will do ANYTHING to prove I'm RIGHT"" say by any FANATIC.",`` anything prove 'm right '' say fanatic .
679,2023-09-09,Charlotte H,"Which side does the Universe favours:
EXergonic reaction(evading rules/ camera) or ENdergonic reaction(surveiliance)?",side universe favour : exergonic reaction ( evading rules/ camera ) endergonic reaction ( surveiliance ) ?
680,2023-09-09,Charlotte H,EV is very energy INTENSIVE,ev energy intensive
681,2023-09-09,Charlotte H,"""...using the LAW of Thermodynamics"".",`` ... using law thermodynamics '' .
682,2023-09-09,TNanomaly EndTN,"🇺🇸 The cult wants everyone to believe that these fires are from climate change. Time to take them down.

T.me/ArtWithAim ",🇺🇸 cult want everyone believe fire climate change . time take . t.me/artwithaim
683,2023-09-09,TNanomaly EndTN,https://youtu.be/wzbD2-5Fjag?si=rGkGk4QsnShhZGqM ,http : //youtu.be/wzbd2-5fjag ? si=rgkgk4qsnshhzgqm
684,2023-09-08,The Science Has Changed,https://www.straitstimes.com/singapore/singapore-grand-prix-to-halve-emissions-by-2028-with-some-moves-planned-for-upcoming-race ,http : //www.straitstimes.com/singapore/singapore-grand-prix-to-halve-emissions-by-2028-with-some-moves-planned-for-upcoming-race
685,2023-09-07,TNanomaly EndTN,https://articles.mercola.com/sites/articles/archive/2023/09/05/protein-sources-are-not-equal.aspx?cid_source=telegram&cid_medium=social&cid_content=mercola&cid=nonlead1_20230905 ,http : //articles.mercola.com/sites/articles/archive/2023/09/05/protein-sources-are-not-equal.aspx ? cid_source=telegram & cid_medium=social & cid_content=mercola & cid=nonlead1_20230905
686,2023-09-06,TNanomaly EndTN,https://youtu.be/M8iEEO2UIbA?si=tSKyt4akjc8L5-OC ,http : //youtu.be/m8ieeo2uiba ? si=tskyt4akjc8l5-oc
687,2023-09-06,TNanomaly EndTN,"Climatologist Dr. Judith Curry testifies that the man made climate change theory is a hoax.

SHARE EVERYWHERE. 

Subscribe:  EdwardSnowden  Private ",climatologist dr. judith curry testifies man made climate change theory hoax . share everywhere . subscribe : edwardsnowden private
688,2023-09-06,TNanomaly EndTN,"Ms Grace Fu Hai Yien 
Minister for Sustainability and the Environment
yhmps@yahoo.com.sg 

https://t.me/c/1826196141/911 
Climatologist Dr. Judith Curry testifies that the man made climate change theory is a hoax.

The Science of Climate has been altered by the WEF globalists. 
https://youtu.be/M8iEEO2UIbA?si=CbGDsGHKdimzdfd- 

SHARE EVERYWHERE.

Send emails to the Minister of the Environment and the Cabinet and your MP before Singapore starts to spend $100billion on the “climate crisis.” 
($100 billion of the people’s funds) 

Ms Grace Fu Hai Yien 
Minister for Sustainability and the Environment

https://www.pmo.gov.sg/The-Cabinet 

https://www.parliament.gov.sg/mps/list-of-current-mps ",m grace fu hai yien minister sustainability environment yhmps @ yahoo.com.sg http : //t.me/c/1826196141/911 climatologist dr. judith curry testifies man made climate change theory hoax . science climate altered wef globalists . http : //youtu.be/m8ieeo2uiba ? si=cbgdsghkdimzdfd- share everywhere . send email minister environment cabinet mp singapore start spend $ 100billion “ climate crisis. ” ( $ 100 billion people ’ fund ) m grace fu hai yien minister sustainability environment http : //www.pmo.gov.sg/the-cabinet http : //www.parliament.gov.sg/mps/list-of-current-mps
689,2023-09-06,TNanomaly EndTN,"Last para of this FB post refers to the Hoax of Climate Change:
https://m.facebook.com/story.php?story_fbid=pfbid0D2jsx1UbAhoEfsC57mdQemxkPFLP6QwA894KSqDVWG3YEtXPeHhwihkkRPQCFhS2l&id=100000083644268&mibextid=Nif5oz ",last para fb post refers hoax climate change : http : //m.facebook.com/story.php ? story_fbid=pfbid0d2jsx1ubahoefsc57mdqemxkpflp6qwa894ksqdvwg3yetxpehhwihkkrpqcfhs2l & id=100000083644268 & mibextid=nif5oz
690,2023-09-06,Geoff Smith,Do tell https://www.dailymail.co.uk/news/article-12482921/climate-scientist-patrick-brown-wildfires-started-people.html ,tell http : //www.dailymail.co.uk/news/article-12482921/climate-scientist-patrick-brown-wildfires-started-people.html
